-1346.9002412671844,138.4663799433554,-100.70282177698574,nan,nan,nan,nan,nan,-125.87852722123218,-390.22343438581976,nan,nan
-1346.9002412671844,138.4663799433554,-113.29067449910896,62.93926361061609,-12.587852722123218,nan,nan,125.87852722123218,-90.6325395992872,-667.1561942725306,nan,nan
-1346.9002412671844,88.11496905486253,-113.29067449910896,62.93926361061609,-0.0,nan,226.58134899821792,125.87852722123218,-55.38655197734223,-994.4403650477342,nan,nan
-1346.9002412671844,37.763558166369656,-125.87852722123218,62.93926361061609,12.587852722123218,nan,-100.70282177698574,138.4663799433554,-20.14056435539708,-1221.0217140459522,251.75705444246435,641.9804888282841
-1346.9002412671844,-12.587852722123218,-138.4663799433554,62.93926361061609,12.587852722123218,-75.52711633273931,-100.70282177698574,151.05423266547862,15.105423266547897,-1044.7917759362272,88.11496905486253,440.5748452743126
-1346.9002412671844,-62.93926361061609,-151.05423266547862,62.93926361061609,12.587852722123218,-88.11496905486253,-100.70282177698574,151.05423266547862,50.35141088849287,-868.561837826502,-50.35141088849287,226.58134899821792
-1346.9002412671844,-62.93926361061609,-163.64208538760184,62.93926361061609,12.587852722123218,-88.11496905486253,-40.91052134690046,151.05423266547862,50.35141088849287,-692.331899716777,-62.93926361061609,138.4663799433554
-1346.9002412671844,-62.93926361061609,-176.22993810972505,62.93926361061609,25.175705444246436,-88.11496905486253,18.881779083184828,151.05423266547862,62.93926361061609,-516.101961607052,-62.93926361061609,62.93926361061609
-1346.9002412671844,-75.52711633273931,-188.81779083184827,62.93926361061609,25.175705444246436,-100.70282177698574,78.67407951327012,151.05423266547862,62.93926361061609,-339.8720234973269,-75.52711633273931,37.763558166369656
-1346.9002412671844,-75.52711633273931,-213.9934962760947,50.35141088849287,25.175705444246436,-100.70282177698574,138.4663799433554,151.05423266547862,62.93926361061609,-327.2841707752037,-75.52711633273931,37.763558166369656
-1346.9002412671844,-62.93926361061609,-239.16920172034114,50.35141088849287,25.175705444246436,-100.70282177698574,138.4663799433554,163.64208538760184,75.52711633273931,-264.3449071645876,-88.11496905486253,25.175705444246436
-1346.9002412671844,-62.93926361061609,-251.75705444246435,37.763558166369656,25.175705444246436,-100.70282177698574,138.4663799433554,163.64208538760184,75.52711633273931,-188.81779083184827,-88.11496905486253,12.587852722123218
-1346.9002412671844,-62.93926361061609,-264.3449071645876,37.763558166369656,37.763558166369656,-100.70282177698574,138.4663799433554,163.64208538760184,88.11496905486253,-138.4663799433554,-88.11496905486253,-0.0
-1346.9002412671844,-62.93926361061609,-276.9327598867108,37.763558166369656,50.35141088849287,-100.70282177698574,138.4663799433554,176.22993810972505,100.70282177698574,-125.87852722123218,-88.11496905486253,-0.0
